unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
11_101_,Total,True,2000,0.0,UZB
11_101_,Total,True,2001,0.0,UZB
11_101_,Total,True,2002,0.0,UZB
11_101_,Total,True,2003,0.0,UZB
11_101_,Total,True,2004,0.0,UZB
11_101_,Total,True,2005,0.0,UZB
11_101_,Total,True,2006,0.0,UZB
11_101_,Total,True,2007,0.0,UZB
11_101_,Total,True,2008,0.0,UZB
11_101_,Total,True,2009,0.0,UZB
11_101_,Total,True,2010,0.0,UZB
11_101_,Total,True,2011,0.0,UZB
11_101_,Total,True,2012,0.0,UZB
11_101_,Total,True,2013,0.0,UZB
11_101_,Total,True,2014,0.0,UZB
11_101_,Total,True,2015,0.0,UZB
11_101_,Total,True,2016,0.0,UZB
11_101_,Total,True,2017,0.2,UZB
11_101_,Total,True,2018,0.2,UZB
11_101_,Total,True,2019,0.2,UZB
11_101_,Total,True,2020,0.2,UZB
11_101_,Total,True,2021,0.2,UZB
11_124_,Girls,True,2000,0.0,UZB
11_124_,Girls,True,2001,0.0,UZB
11_124_,Girls,True,2002,0.0,UZB
11_124_,Girls,True,2003,0.0,UZB
11_124_,Girls,True,2004,0.0,UZB
11_124_,Girls,True,2005,0.0,UZB
11_124_,Girls,True,2006,0.0,UZB
11_124_,Girls,True,2007,0.0,UZB
11_124_,Girls,True,2008,0.0,UZB
11_124_,Girls,True,2009,0.0,UZB
11_124_,Girls,True,2010,0.0,UZB
11_124_,Girls,True,2011,0.0,UZB
11_124_,Girls,True,2012,0.0,UZB
11_124_,Girls,True,2013,0.0,UZB
11_124_,Girls,True,2014,0.0,UZB
11_124_,Girls,True,2015,0.0,UZB
11_124_,Girls,True,2016,0.0,UZB
11_124_,Girls,True,2017,0.2,UZB
11_124_,Girls,True,2018,0.2,UZB
11_124_,Girls,True,2019,0.2,UZB
11_124_,Girls,True,2020,0.2,UZB
11_124_,Girls,True,2021,0.2,UZB
11_125_,Boys,True,2000,0.0,UZB
11_125_,Boys,True,2001,0.0,UZB
11_125_,Boys,True,2002,0.0,UZB
11_125_,Boys,True,2003,0.0,UZB
11_125_,Boys,True,2004,0.0,UZB
11_125_,Boys,True,2005,0.0,UZB
11_125_,Boys,True,2006,0.0,UZB
11_125_,Boys,True,2007,0.0,UZB
11_125_,Boys,True,2008,0.0,UZB
11_125_,Boys,True,2009,0.0,UZB
11_125_,Boys,True,2010,0.0,UZB
11_125_,Boys,True,2011,0.0,UZB
11_125_,Boys,True,2012,0.0,UZB
11_125_,Boys,True,2013,0.0,UZB
11_125_,Boys,True,2014,0.0,UZB
11_125_,Boys,True,2015,0.0,UZB
11_125_,Boys,True,2016,0.0,UZB
11_125_,Boys,True,2017,0.2,UZB
11_125_,Boys,True,2018,0.2,UZB
11_125_,Boys,True,2019,0.2,UZB
11_125_,Boys,True,2020,0.2,UZB
11_125_,Boys,True,2021,0.2,UZB
